unique_id,ds,y,otb_28,otb_30,otb_46,day_of_week_Monday,day_of_week_Saturday,day_of_week_Sunday,day_of_week_Thursday,day_of_week_Tuesday,day_of_week_Wednesday,holiday_name_Christmas Day (observed),holiday_name_Columbus Day,holiday_name_Independence Day,holiday_name_Juneteenth National Independence Day,holiday_name_Juneteenth National Independence Day (observed),holiday_name_Labor Day,holiday_name_Martin Luther King Jr. Day,holiday_name_Memorial Day,holiday_name_New Year's Day,holiday_name_New Year's Day (observed),holiday_name_Thanksgiving Day,holiday_name_Veterans Day,holiday_name_Washington's Birthday,holiday_name_None,hotel_type_Key Central Business District,hotel_type_Other High Leisure Mix,hotel_type_Resorts & Destinations
hotel_7,2022-12-11,0.5,0.252442996742671,0.252442996742671,0.28013029315960913,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
hotel_7,2022-12-12,0.5130293159609121,0.20684039087947884,0.20358306188925082,0.1498371335504886,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
hotel_7,2022-12-13,0.3811074918566775,0.1791530944625407,0.1758957654723127,0.11074918566775244,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
hotel_7,2022-12-14,0.41368078175895767,0.21172638436482086,0.20358306188925082,0.13517915309446255,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
hotel_7,2022-12-15,0.38273615635179153,0.14169381107491857,0.13355048859934854,0.09283387622149837,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
hotel_7,2022-12-16,0.43485342019543977,0.20846905537459284,0.20521172638436483,0.16612377850162866,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
hotel_7,2022-12-17,0.41042345276872966,0.17263843648208468,0.17100977198697068,0.1237785016286645,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
hotel_7,2022-12-18,0.38925081433224756,0.20521172638436483,0.20358306188925082,0.15798045602605862,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
hotel_7,2022-12-19,0.3127035830618892,0.15309446254071662,0.1482084690553746,0.10749185667752444,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
hotel_7,2022-12-20,0.3289902280130293,0.1986970684039088,0.1775244299674267,0.1482084690553746,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
hotel_7,2022-12-21,0.3762214983713355,0.28664495114006516,0.2752442996742671,0.2263843648208469,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
hotel_7,2022-12-22,0.4755700325732899,0.2182410423452769,0.24104234527687296,0.1986970684039088,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
hotel_7,2022-12-23,0.6286644951140065,0.36807817589576547,0.38762214983713356,0.3273615635179153,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
hotel_7,2022-12-24,0.5130293159609121,0.2931596091205212,0.28338762214983715,0.23778501628664495,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
hotel_7,2022-12-25,0.50814332247557,0.31596091205211724,0.31433224755700323,0.23778501628664495,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
hotel_7,2022-12-26,0.4755700325732899,0.255700325732899,0.252442996742671,0.20521172638436483,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
hotel_7,2022-12-27,0.506514657980456,0.3289902280130293,0.2915309446254072,0.2280130293159609,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
hotel_7,2022-12-28,0.6091205211726385,0.4543973941368078,0.3501628664495114,0.2947882736156352,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
hotel_7,2022-12-29,0.6026058631921825,0.43485342019543977,0.36482084690553745,0.25895765472312704,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
hotel_7,2022-12-30,0.6986970684039088,0.6335504885993485,0.6221498371335505,0.3729641693811075,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
hotel_7,2022-12-31,0.6530944625407166,0.5260586319218241,0.5162866449511401,0.31758957654723124,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
hotel_7,2023-01-01,0.5602605863192183,0.4022801302931596,0.3925081433224756,0.26547231270358307,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
hotel_7,2023-01-02,0.39087947882736157,0.1986970684039088,0.1986970684039088,0.15309446254071662,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
